,segmentId,system1Id,system2Id,system3Id,system1rank,system2rank,system3rank
0,0,LoLa,Ranta,Baseline,1,2,3
1,0,LoLa,Ranta,Baseline,1,2,3
2,0,LoLa,Ranta,Baseline,2,1,3
3,0,LoLa,Ranta,Baseline,1,3,2
4,0,LoLa,Ranta,Baseline,1,2,3
5,0,LoLa,Ranta,Baseline,1,2,3
6,1,Baseline,LoLa,Ranta,2,1,2
7,1,Baseline,LoLa,Ranta,2,1,2
8,1,Baseline,LoLa,Ranta,2,1,3
9,1,Baseline,LoLa,Ranta,2,1,2
10,1,Baseline,LoLa,Ranta,2,1,2
11,1,Baseline,LoLa,Ranta,3,1,2
12,2,LoLa,Baseline,Ranta,1,3,2
13,2,LoLa,Baseline,Ranta,1,3,2
14,2,LoLa,Baseline,Ranta,1,2,3
15,2,LoLa,Baseline,Ranta,1,3,2
16,2,LoLa,Baseline,Ranta,1,3,2
17,2,LoLa,Baseline,Ranta,1,2,2
18,3,Ranta,Baseline,LoLa,1,2,1
19,3,Ranta,Baseline,LoLa,1,2,1
20,3,Ranta,Baseline,LoLa,1,2,1
21,3,Ranta,Baseline,LoLa,1,2,1
22,3,Ranta,Baseline,LoLa,1,2,1
23,3,Ranta,Baseline,LoLa,1,2,1
24,4,Ranta,Baseline,LoLa,2,2,1
25,4,Ranta,Baseline,LoLa,3,2,1
26,4,Ranta,Baseline,LoLa,2,2,1
27,4,Ranta,Baseline,LoLa,2,2,1
28,4,Ranta,Baseline,LoLa,3,2,1
29,4,Ranta,Baseline,LoLa,2,3,1
30,5,LoLa,Ranta,Baseline,1,1,1
31,5,LoLa,Ranta,Baseline,1,1,1
32,5,LoLa,Ranta,Baseline,1,1,1
33,5,LoLa,Ranta,Baseline,1,1,1
34,5,LoLa,Ranta,Baseline,2,2,2
35,5,LoLa,Ranta,Baseline,1,1,1
36,6,LoLa,Baseline,Ranta,1,2,1
37,6,LoLa,Baseline,Ranta,1,2,1
38,6,LoLa,Baseline,Ranta,1,2,1
39,6,LoLa,Baseline,Ranta,1,1,1
40,6,LoLa,Baseline,Ranta,1,2,1
41,6,LoLa,Baseline,Ranta,1,2,1
42,7,Baseline,Ranta,LoLa,3,1,2
43,7,Baseline,Ranta,LoLa,3,1,2
44,7,Baseline,Ranta,LoLa,3,1,2
45,7,Baseline,Ranta,LoLa,3,1,2
46,7,Baseline,Ranta,LoLa,1,2,3
47,7,Baseline,Ranta,LoLa,3,2,1
48,8,Baseline,Ranta,LoLa,3,2,1
49,8,Baseline,Ranta,LoLa,2,2,1
50,8,Baseline,Ranta,LoLa,3,2,1
51,8,Baseline,Ranta,LoLa,2,2,1
52,8,Baseline,Ranta,LoLa,2,2,1
53,8,Baseline,Ranta,LoLa,2,2,1
54,9,Baseline,Ranta,LoLa,2,2,1
55,9,Baseline,Ranta,LoLa,1,1,2
56,9,Baseline,Ranta,LoLa,2,2,1
57,9,Baseline,Ranta,LoLa,2,2,1
58,9,Baseline,Ranta,LoLa,2,2,1
59,9,Baseline,Ranta,LoLa,2,2,1
60,10,LoLa,Ranta,Baseline,1,1,1
61,10,LoLa,Ranta,Baseline,1,1,1
62,10,LoLa,Ranta,Baseline,2,1,2
63,10,LoLa,Ranta,Baseline,1,1,1
64,10,LoLa,Ranta,Baseline,2,2,2
65,10,LoLa,Ranta,Baseline,1,1,1
66,11,Baseline,LoLa,Ranta,2,1,2
67,11,Baseline,LoLa,Ranta,2,1,2
68,11,Baseline,LoLa,Ranta,2,1,2
69,11,Baseline,LoLa,Ranta,2,1,2
70,11,Baseline,LoLa,Ranta,3,1,2
71,11,Baseline,LoLa,Ranta,2,1,2
72,12,Ranta,Baseline,LoLa,2,3,1
73,12,Ranta,Baseline,LoLa,2,3,1
74,12,Ranta,Baseline,LoLa,2,3,1
75,12,Ranta,Baseline,LoLa,1,3,2
76,12,Ranta,Baseline,LoLa,1,3,2
77,12,Ranta,Baseline,LoLa,2,3,1
78,13,Baseline,LoLa,Ranta,2,1,2
79,13,Baseline,LoLa,Ranta,2,1,2
80,13,Baseline,LoLa,Ranta,2,1,2
81,13,Baseline,LoLa,Ranta,2,1,2
82,13,Baseline,LoLa,Ranta,2,1,2
83,13,Baseline,LoLa,Ranta,2,1,2
84,14,Baseline,LoLa,Ranta,3,1,2
85,14,Baseline,LoLa,Ranta,2,1,3
86,14,Baseline,LoLa,Ranta,3,1,2
87,14,Baseline,LoLa,Ranta,3,1,2
88,14,Baseline,LoLa,Ranta,3,1,2
89,14,Baseline,LoLa,Ranta,3,1,2
90,15,LoLa,Baseline,Ranta,1,3,2
91,15,LoLa,Baseline,Ranta,1,3,2
92,15,LoLa,Baseline,Ranta,1,3,2
93,15,LoLa,Baseline,Ranta,1,3,2
94,15,LoLa,Baseline,Ranta,1,3,2
95,15,LoLa,Baseline,Ranta,1,3,2
96,16,LoLa,Ranta,Baseline,1,2,3
97,16,LoLa,Ranta,Baseline,2,1,3
98,16,LoLa,Ranta,Baseline,1,2,3
99,16,LoLa,Ranta,Baseline,1,2,3
100,16,LoLa,Ranta,Baseline,1,2,3
101,16,LoLa,Ranta,Baseline,3,1,2
102,17,Baseline,Ranta,LoLa,3,2,1
103,17,Baseline,Ranta,LoLa,3,2,1
104,17,Baseline,Ranta,LoLa,3,2,1
105,17,Baseline,Ranta,LoLa,3,2,1
106,17,Baseline,Ranta,LoLa,3,2,1
107,17,Baseline,Ranta,LoLa,3,2,1
108,18,Baseline,Ranta,LoLa,2,2,1
109,18,Baseline,Ranta,LoLa,2,2,1
110,18,Baseline,Ranta,LoLa,2,2,1
111,18,Baseline,Ranta,LoLa,2,2,1
112,18,Baseline,Ranta,LoLa,2,2,1
113,18,Baseline,Ranta,LoLa,2,2,1
114,19,LoLa,Ranta,Baseline,1,2,2
115,19,LoLa,Ranta,Baseline,1,2,2
116,19,LoLa,Ranta,Baseline,1,2,2
117,19,LoLa,Ranta,Baseline,1,2,2
118,19,LoLa,Ranta,Baseline,1,2,2
119,19,LoLa,Ranta,Baseline,1,2,2
120,0,LoLa,Ranta,Baseline,1,2,3
121,0,LoLa,Ranta,Baseline,2,1,3
122,0,LoLa,Ranta,Baseline,1,2,3
123,0,LoLa,Ranta,Baseline,1,2,3
124,0,LoLa,Ranta,Baseline,1,2,3
125,0,LoLa,Ranta,Baseline,1,2,3
126,0,LoLa,Ranta,Baseline,2,1,3
127,0,LoLa,Ranta,Baseline,1,2,3
128,1,Baseline,LoLa,Ranta,3,1,3
129,1,Baseline,LoLa,Ranta,2,1,2
130,1,Baseline,LoLa,Ranta,3,1,2
131,1,Baseline,LoLa,Ranta,2,1,2
132,1,Baseline,LoLa,Ranta,2,1,3
133,1,Baseline,LoLa,Ranta,3,1,2
134,1,Baseline,LoLa,Ranta,2,1,3
135,1,Baseline,LoLa,Ranta,2,1,2
136,2,LoLa,Baseline,Ranta,1,2,3
137,2,LoLa,Baseline,Ranta,1,2,3
138,2,LoLa,Baseline,Ranta,1,2,3
139,2,LoLa,Baseline,Ranta,1,3,2
140,2,LoLa,Baseline,Ranta,1,2,3
141,2,LoLa,Baseline,Ranta,1,2,3
142,2,LoLa,Baseline,Ranta,1,2,3
143,2,LoLa,Baseline,Ranta,1,3,2
144,3,Ranta,Baseline,LoLa,1,2,1
145,3,Ranta,Baseline,LoLa,1,2,1
146,3,Ranta,Baseline,LoLa,1,2,1
147,3,Ranta,Baseline,LoLa,1,2,1
148,3,Ranta,Baseline,LoLa,1,3,1
149,3,Ranta,Baseline,LoLa,1,2,1
150,3,Ranta,Baseline,LoLa,1,2,1
151,3,Ranta,Baseline,LoLa,1,3,1
152,4,Ranta,Baseline,LoLa,2,3,1
153,4,Ranta,Baseline,LoLa,1,2,3
154,4,Ranta,Baseline,LoLa,2,3,1
155,4,Ranta,Baseline,LoLa,2,2,1
156,4,Ranta,Baseline,LoLa,2,2,1
157,4,Ranta,Baseline,LoLa,2,2,1
158,4,Ranta,Baseline,LoLa,2,2,1
159,4,Ranta,Baseline,LoLa,2,3,1
160,5,LoLa,Ranta,Baseline,2,2,2
161,5,LoLa,Ranta,Baseline,1,1,1
162,5,LoLa,Ranta,Baseline,1,1,1
163,5,LoLa,Ranta,Baseline,1,1,1
164,5,LoLa,Ranta,Baseline,2,2,2
165,5,LoLa,Ranta,Baseline,1,1,1
166,5,LoLa,Ranta,Baseline,1,1,1
167,5,LoLa,Ranta,Baseline,2,2,2
168,6,LoLa,Baseline,Ranta,1,2,1
169,6,LoLa,Baseline,Ranta,1,2,1
170,6,LoLa,Baseline,Ranta,1,2,1
171,6,LoLa,Baseline,Ranta,1,2,1
172,6,LoLa,Baseline,Ranta,3,1,3
173,6,LoLa,Baseline,Ranta,1,2,1
174,6,LoLa,Baseline,Ranta,1,2,1
175,6,LoLa,Baseline,Ranta,1,3,1
176,7,Baseline,Ranta,LoLa,2,1,1
177,7,Baseline,Ranta,LoLa,3,1,2
178,7,Baseline,Ranta,LoLa,3,1,2
179,7,Baseline,Ranta,LoLa,3,2,1
180,7,Baseline,Ranta,LoLa,3,2,1
181,7,Baseline,Ranta,LoLa,3,1,2
182,7,Baseline,Ranta,LoLa,3,1,2
183,7,Baseline,Ranta,LoLa,3,2,1
184,8,Baseline,Ranta,LoLa,3,2,1
185,8,Baseline,Ranta,LoLa,2,2,1
186,8,Baseline,Ranta,LoLa,3,2,1
187,8,Baseline,Ranta,LoLa,2,3,1
188,8,Baseline,Ranta,LoLa,2,3,1
189,8,Baseline,Ranta,LoLa,3,2,1
190,8,Baseline,Ranta,LoLa,2,3,1
191,8,Baseline,Ranta,LoLa,3,2,1
192,9,Baseline,Ranta,LoLa,2,2,1
193,9,Baseline,Ranta,LoLa,1,1,2
194,9,Baseline,Ranta,LoLa,2,2,1
195,9,Baseline,Ranta,LoLa,2,2,1
196,9,Baseline,Ranta,LoLa,3,3,1
197,9,Baseline,Ranta,LoLa,2,2,1
198,9,Baseline,Ranta,LoLa,2,2,1
199,9,Baseline,Ranta,LoLa,3,3,2
200,10,LoLa,Ranta,Baseline,3,3,3
201,10,LoLa,Ranta,Baseline,1,1,1
202,10,LoLa,Ranta,Baseline,1,1,1
203,10,LoLa,Ranta,Baseline,1,1,1
